,R&D,Administration,Marketing,Profit,Location
94,93354.53966591386,29696.01955348811,254095.59277994378,131793.38120943774,1.0
95,66737.59821441554,33364.36606258384,248924.9652978459,98043.38268940765,0.0
96,99984.48994109631,40024.12770286096,185429.20761443497,86460.20429907445,0.0
97,64600.90155484372,36354.554018063616,246491.63266576844,93157.52482602121,0.0
98,83470.4540267398,37635.30325071304,222198.5257602306,78403.79733727052,0.0
99,99626.99843351351,34782.81774910175,224004.2082014136,112002.11394539195,0.0
100,95803.07643122421,30604.452346569356,322828.66228299314,150186.39759465022,1.0
101,95915.81968141148,37491.508259378505,84403.72157825713,68234.48978846797,0.0
102,65199.83476241933,36737.454917775016,224668.92206289712,78135.62076455474,0.0
103,136942.2178382946,38974.89002373036,167076.97317148655,124423.78531454258,0.0
104,90696.67499085545,37989.79194347698,225088.18536586245,98471.25125622614,0.0
105,68041.41701729927,28844.342454874146,181264.54756846422,93324.25212071891,0.0
106,92700.64610317451,34789.99842938788,256952.39038488435,108787.24080277789,1.0
107,118392.24821349556,39386.14485794903,193833.19425748388,110879.38637991916,0.0
108,110802.08002623719,34726.7723200975,197891.97466283583,124334.90345434561,0.0
109,85066.22759244584,31799.33167232866,192863.69263663457,105623.00180350155,0.0
110,73167.96310201091,27716.743788761825,323499.6770001069,132028.17948904,0.0
111,63519.00309067315,30030.541108725527,283136.33766678453,115003.36493035602,0.0
112,68394.33929485895,33063.60353573487,265943.4038452669,102430.37873770266,0.0
113,55823.87990329612,34478.12666086361,182357.13450324896,68863.21734570901,0.0
114,102616.6979152328,34705.88636375916,262873.2807620761,125946.75459749775,1.0
115,131896.10010232372,34310.56556519761,143192.30890934088,124719.77914667201,0.0
116,79738.22297550256,31760.43758978897,238625.16122386235,119628.00009793248,0.0
117,118310.59347857724,36782.31905759839,328436.17083191086,143086.95196996536,1.0
118,72833.74748281208,38724.57642819648,213943.86485611252,65427.728437601385,0.0
119,76456.37491860653,28731.186202775443,81788.48149994442,93439.19543855562,0.0
120,118107.93906770958,32774.601182605984,214323.4028608608,133938.7320514156,0.0
121,81472.27342519877,37849.30029450031,256214.30651217105,89971.17409474014,0.0
122,117322.76465290345,25345.272799293347,237707.42516679564,157248.0900212482,1.0
123,106737.24033166614,30891.864153139846,280594.8484850636,147684.65620063242,1.0
124,125860.28395127054,31024.05920222441,164912.97909378237,134702.69421228714,0.0
125,96757.24020061943,39277.99444249992,162501.99066966577,79755.9717554825,0.0
126,111043.18307521053,39853.81489443131,198978.58910282972,103569.40463944495,0.0
127,85177.50211856108,41683.09437006673,184887.23585668177,63934.31217494364,0.0
128,84109.76072649333,28612.03701787239,196100.6055216583,111969.41179553082,0.0
129,109884.43185582837,37692.824305377464,152405.41665643663,103390.51577852949,0.0
130,103305.31422545457,36541.48402075571,236164.63816811543,123772.58828609865,1.0
131,87531.97002419012,28545.504516092464,214025.6788528403,121738.76386981051,0.0
132,107698.09960223129,41395.1048358642,209693.70941885115,95249.69974203156,0.0
133,115627.71191239243,32335.570933885057,268503.327733542,139428.60262870573,1.0
134,113148.35332185373,38027.69849476828,281332.26194052177,118413.64978017416,1.0
135,77801.30068119302,30359.216609922572,241235.36251410315,114470.4830326812,0.0
136,114877.51283401439,35212.12599713331,133717.80129945147,102412.65914831866,0.0
137,96142.13615261047,40699.06750270238,300768.1396449136,96655.37612916598,1.0
138,95549.34922334868,35147.83459431463,238371.40144121254,100961.067844536,1.0
139,64120.492677343864,35612.636798646585,340459.3209196785,110617.24652041793,0.0
140,82230.44375984026,32208.757071433727,198360.9557629559,109873.62823935764,0.0
141,92394.34037847265,30845.090783609885,207621.8106468907,115202.20465222198,0.0
142,115639.45264705055,36815.97901871601,309972.02964858536,145275.43786246763,1.0
143,94901.230735756,31554.164846240965,241699.36254384436,123686.35024396096,1.0
144,108370.42446157956,31044.824421059006,171720.2342086357,113082.30586649444,0.0
145,75785.80097564247,34716.77074848177,123188.15768347261,70844.99726911516,0.0
146,112255.05364463835,34666.8200142133,260905.72160830942,132763.2148349511,1.0
147,105389.27514971023,35944.215499052574,236537.6174837214,120885.50906363694,1.0
148,123179.08912253461,32247.03067755164,255840.8446670893,150046.1207804991,1.0
149,118340.12158592383,35426.18583840101,203095.3590272664,129006.8717516042,0.0
150,80743.19351423255,19863.119450362414,167453.03295283864,135493.75870730978,0.0
151,52551.64953849712,33904.73766767015,240133.4788832724,80942.63407354888,0.0
152,87721.52426937566,36220.11994146377,343538.79458640754,119699.48147608637,0.0
153,71467.56059139667,26718.45676644187,232599.02075441528,115692.77885742356,0.0
154,75520.4657452893,29239.26940324647,150124.72362223198,94583.34814025243,0.0
155,83040.56753685696,28083.2727699612,176416.95217097932,121355.09154106547,0.0
156,70263.2111017437,40900.871002327054,251923.85131348018,80470.54072145151,0.0
157,93565.67066919993,43147.34623024996,215046.83459528125,70621.1289755379,0.0
158,63148.682573290775,30301.40344249537,213247.37453620878,87648.75041424412,0.0
159,63524.94378740237,40852.60652186783,220073.6563442072,59518.21880996694,0.0
160,107651.71264699726,41253.03482981131,231163.03419814035,99830.89646017468,0.0
161,79886.82011444689,33249.829600369005,250712.53170409644,107096.67496512222,0.0
162,110574.17754571834,36967.10296175335,212774.0863305437,122996.52735159169,0.0
163,89442.45993383357,36773.864300969944,151623.80068716395,86821.53199480694,0.0
164,90006.16247654299,38686.77334801505,221707.61870458283,91549.72137846492,0.0
165,43677.49102260469,34285.04618979513,438468.41072635894,110421.89187983924,0.0
166,145161.56858772103,36504.90695607722,179007.73546481406,136032.79155335296,0.0
167,87864.22768531059,31016.759156828317,258399.66517296512,112267.83121075765,0.0
168,102344.5143994771,34257.57447472414,299578.86647117196,136398.2335542076,1.0
169,76024.80193368327,30780.390578353996,180864.8963069381,93783.22565711857,0.0
170,141811.16915652342,31250.61049160055,223350.65273817471,160052.12385209632,0.0
171,124671.23331421507,24367.298289279403,82973.17572042918,144372.302553365,0.0
172,99109.54529421676,41135.66133567992,207467.57233444473,92832.09238814258,0.0
173,93394.75294047639,31676.986121208953,238118.37835875072,117996.22282383566,1.0
174,133812.71173286258,33265.7423018798,184432.60264333963,149489.0700361477,0.0
175,99348.21427658739,39822.66499644362,184343.93253894863,100871.47179380029,0.0
176,63165.74187666663,33076.85120574028,205278.90677339962,85032.46845329055,0.0
177,98534.09058599416,34417.84652373871,270741.14013209543,124214.70312948205,1.0
178,102407.66549175367,38667.52023260333,232109.99543974607,101415.47654626235,1.0
179,84840.60199414092,30846.28735743615,217662.67004735488,122133.23031039504,0.0
180,62915.37041493963,35063.12601158705,221038.46613117043,82531.09570283437,0.0
181,54959.8956191723,35033.864924748385,211572.80279476056,63178.41024544314,0.0
182,105000.34001890935,38888.458675590315,132463.58236932958,94573.93975493271,0.0
183,107446.78085039736,31713.475079565746,179337.45213722746,128665.89212902161,0.0
184,88775.8460287751,34711.156415285965,187487.28351336523,99648.284745066,0.0
185,98769.69023067635,30215.74873512314,263069.2891061582,143726.672051206,1.0
186,102818.03935476724,31186.797002393476,274569.6666196096,136108.10018341508,1.0
187,78531.92885294787,32343.825084904656,239657.40986052828,117245.1067525185,0.0
188,81182.5790495125,35969.45195011758,275944.3152902195,107317.08235190662,0.0
189,64702.12218495846,31016.22074305623,245723.19325871757,102807.3521759397,0.0
190,78729.73891273334,36298.34418374975,246826.65991161478,94937.92610838321,0.0
191,62361.13257496848,38194.990367488565,222350.02463219827,80465.01061450536,0.0
192,44360.87464181453,27605.66654078846,289056.12680942554,104305.309263835,0.0
193,86935.19952061858,28683.192347504322,233956.80732107646,115067.25622523867,0.0
194,110884.80306950094,28957.244426775767,122148.97148324424,129409.62164171782,0.0
195,97947.78704079644,35260.87790439154,252296.6258971063,111405.0658927251,1.0
196,98206.96860323733,35358.96638679866,323445.71079128585,124097.21458625028,1.0
197,69722.22335158945,32104.217564310387,197694.2382111112,89530.0969238393,0.0
198,87560.22548523605,34993.61083711579,203603.25627162153,85010.53699687992,0.0
199,127927.9999709483,34487.255286828775,325858.1736688511,164987.61483919676,1.0
200,88762.89945392034,37787.20026155088,196544.5706669195,82946.14100036856,0.0
201,86815.36152913226,35894.23237737359,270419.53488004545,111619.61988900976,0.0
202,62336.02194789895,35959.76274308701,302829.04765518167,95190.82597150566,0.0
203,72386.16017567876,35950.16376391793,220887.3071521754,80631.45175154816,0.0
204,94971.90618029977,37744.89015819674,215233.06859287608,104399.10452683528,0.0
205,97010.67638186052,38217.57560862439,203643.74155647703,94855.99348201096,0.0
206,71220.49116590997,31817.272800751245,277167.79820588,112835.9479891479,0.0
207,53639.8518998556,39135.69358075396,235244.69588810936,55131.854257693005,0.0
208,105700.17547442844,28986.92135144459,251837.74872811075,144620.21426354905,1.0
209,80995.4193016368,43573.67038700216,273862.0480816794,66489.69199580168,0.0
210,88347.99653555316,39434.21899461375,268435.383649658,101324.41815905792,0.0
211,113602.13292274275,32561.86003443812,292113.84676887287,146018.54398555963,1.0
212,86990.76580275003,33639.136901683574,286145.50227825734,121109.45819809791,0.0
213,124960.32123223036,36760.90099858728,137801.21245566293,107275.32345439667,0.0
214,91094.0917175624,34705.501352919964,205710.2504833183,102668.35370091225,0.0
215,92438.62878226305,42460.06140896486,247811.996303703,85055.5299409109,1.0
216,95539.44257111593,37621.19365856088,238516.11298598442,99737.90375786212,1.0
217,75300.63931780116,38575.360469605876,256174.7677316464,88121.3222281769,0.0
218,58683.92345836659,35571.316849962954,243980.03704820806,69022.1692223323,0.0
219,114240.04070579151,34504.42697917824,206219.94834567586,122929.33758587365,0.0
220,93105.13601730185,37547.36017064108,230451.13878771284,98813.11793316583,0.0
221,102196.0542286519,28598.614678421585,219789.7497545638,132839.69045819726,0.0
222,96857.94767210669,34708.30651612822,345273.30743125046,132283.53468808654,1.0
223,94570.9935531637,31385.989482595924,264232.04647249135,128002.00963288594,1.0
224,76276.5873519265,35184.7655413121,250333.31734006506,97011.40493174181,0.0
225,49654.749898480964,39096.96506576156,247667.23617619846,59423.426083744795,0.0
226,103407.7333415921,34237.42770931289,268666.44939305936,115038.65958270489,1.0
227,97967.47035723709,32090.90085060809,206175.615752388,116277.96013388822,0.0
228,78402.97849768467,27407.274945118672,269425.9807288547,128601.78213043207,0.0
229,93726.43368509645,38095.464919062244,152046.4089738564,85334.27147568377,0.0
230,108882.81695220395,26584.564558117752,344110.9740723944,173216.01929561308,1.0
231,96068.48397112064,39233.18535538,233145.66812317504,94452.7141705674,1.0
232,88239.26585846118,41727.25168041028,195898.66942806472,76316.9064030324,0.0
233,78476.58483461331,33471.4821843502,216074.3373819108,93514.9089130709,0.0
234,60613.577333359775,36295.728521793244,298247.5984228252,83355.44018457226,0.0
235,79150.54070396464,29260.647456688668,240405.97829153083,117215.02990244995,0.0
236,112324.89026647234,38453.038906284695,328671.6511316993,126980.9797800071,1.0
237,73194.9986516084,44035.3971556554,209536.4880478572,54471.856233838655,0.0
238,83065.54939054296,35561.32462985196,131957.9127157473,71841.42594433812,0.0
239,104960.4126767915,44465.81292647694,241130.49718641062,74582.43390081753,1.0
240,73441.36101902126,44943.46912381125,192896.4282165581,61937.87431835918,0.0
241,101847.86312707503,33230.047736227556,181369.59498939355,103977.03834965728,0.0
242,90322.74605491692,41269.77882929586,172541.31474589006,68457.72189084726,0.0
243,76408.0666703605,30580.860606862476,291674.10423638305,121027.68264120068,0.0
244,124266.12166695556,36888.480882289354,189492.65607100847,125690.56747261384,0.0
245,78682.71035780566,30231.786318845054,186676.84255057908,98097.6317416695,0.0
246,61968.53939869058,39375.868812418514,260194.60770312173,77475.18794272459,0.0
247,115178.62101040749,33525.10494337449,275646.7315949821,143413.67381608428,1.0
248,112964.80245339438,39331.47299737178,265957.6453562704,117875.56655188165,1.0
249,120737.18647368628,42744.37656385107,274366.1860163684,109962.73554504907,1.0
250,61611.64990857404,35053.1659016908,166609.1646509405,71846.87583773842,0.0
251,95222.84665400989,40242.67056693854,275747.02127585665,103270.31681053754,1.0
252,82625.1802910025,37914.59547692852,272893.8902658714,105683.4344970781,0.0
253,126075.64910653156,39842.64749525005,230233.7862370186,122658.03223595375,0.0
254,95657.75848882372,30656.655185911677,230106.19144583464,119852.884636387,0.0
255,75830.97134241024,36347.66989040781,228213.91567347874,65925.60949297393,0.0
256,109780.09580742141,34115.15410171814,188419.82287969,118414.8001176884,0.0
257,78263.15790817513,42301.65351136109,202009.00786595783,68707.41755277404,0.0
258,96390.08364785466,34891.187908395266,261299.286571821,114418.4043041529,1.0
259,76584.82723657272,37172.5906596476,184941.76496772497,83375.74614920381,0.0
260,114711.73036187685,31530.781886917917,193287.9619206237,122706.3637605739,0.0
261,121136.75515975573,37128.17228318562,249962.98270845556,131509.8191159579,1.0
262,100193.15787028229,35347.544746552056,284427.38810777315,111107.11236439667,1.0
263,90501.48155437058,33835.278000407576,236765.67503328374,108165.78407504204,0.0
264,96377.0197271596,30807.46211383974,333342.3986961912,147832.62287278313,1.0
265,132941.61759967604,45895.8847124853,203661.6166920903,87516.31315062915,0.0
266,79604.90251126158,35450.459399548476,167433.58946912034,80951.7398793347,0.0
267,88074.13300498152,32390.636887577613,240637.01915144493,114758.60113761695,0.0
268,86459.02147776292,29688.35283595793,149191.4408222533,106303.30412348172,0.0
269,97550.39847823248,32547.06299985644,312990.4519106213,140005.44938104955,1.0
270,99687.9898450149,34835.485039721854,323210.6381421618,132127.72960402735,1.0
271,70421.67817675338,35790.34923614786,144011.43626006937,66254.26930047947,0.0
272,92816.4118976301,43137.741016282795,311720.0830264713,89486.59826340663,1.0
273,89132.67576501924,26840.500096671378,225551.3522364421,129725.60290646249,0.0
274,91621.4710338129,40089.80574518541,172302.53481072406,80963.29261186875,0.0
275,109631.4511816725,31665.980853744717,261362.10099684208,140480.2486133374,1.0
276,86584.97672103913,30835.117282003735,190039.5596876667,108195.54338691787,0.0
277,99191.19486155143,29373.431395465046,205185.24597033436,130026.2650736724,0.0
278,109029.32999519959,33365.40039822477,277981.5066028849,137833.11378661566,1.0
279,107948.9532102651,37946.34020647385,211359.86362641462,108267.82615602964,0.0
280,86335.24609201081,40938.61830708576,279091.8607623915,89216.264851072,0.0
281,93694.83083285893,32595.00497349812,185902.30269262596,110371.65463239975,0.0
282,109706.88257821258,28122.06784664987,214618.6184383974,144123.06332155073,0.0
283,63244.75646509707,26988.658798195935,58216.89670599715,77064.57682602643,0.0
284,109083.71903505278,37484.07130282798,226855.56876848434,118296.53098567502,0.0
285,68728.79387849865,37738.19835436989,282024.37991254387,92071.37594666674,0.0
286,81999.27962865,29533.487497645237,288480.8544204458,126332.77494070696,0.0
287,88017.27084201331,24695.161955040418,287782.66978432436,148891.88286894967,0.0
288,95126.98575783752,32449.101498555377,210789.48539819056,112217.68927918584,0.0
289,119226.57504493333,31444.044203252004,275390.4999862719,151773.8892386333,1.0
290,66053.61593523092,41076.73096091324,326426.28550520627,80597.07015053928,0.0
291,71458.93153359725,33906.180668793495,312817.2600221638,115418.17882428186,0.0
292,44450.43881542831,41495.82962219616,246076.26506006715,57635.58878145383,0.0
293,75561.96988771111,32608.02739065439,153253.34791047993,93418.0985607801,0.0
294,73783.9698085304,32204.632368244118,184371.55640734968,88944.29857207727,0.0
295,112391.68342204455,30498.21136306721,219106.40281878735,133332.38739891304,0.0
296,87971.57064351637,36700.9929634985,306883.8167491223,114099.04031649546,0.0
297,106805.1120893379,31920.353258719933,217588.85046601266,127481.99283263409,0.0
298,112629.63056871273,32693.736447599953,175014.9861013062,122004.85037154045,0.0
299,118396.89513904153,35171.307208253216,216882.19762887462,124546.58070472286,0.0
300,80133.56355584334,40547.6237831695,290616.9887121758,83383.88673264414,0.0
301,83034.69607461632,24719.75577981745,166953.2610462128,122739.50710779788,0.0
302,96949.4884021529,40475.30727892328,188959.75907102416,76855.61664679299,0.0
303,140534.71331275275,38821.23279131575,230461.55339246892,134688.8564886043,0.0
304,98918.0886311806,33442.74376541385,265973.2709394496,136095.27608357865,1.0
305,90087.9221856197,32561.167475082573,153957.21876793812,106052.52655625601,0.0
306,84826.8344867291,48427.18112874371,268995.65392844006,60176.075560629484,0.0
307,87959.89691004842,42444.9767037758,82287.2686540422,53911.5157422316,0.0
308,75278.39994594373,27982.956328643708,224581.69140024297,110507.7373591361,0.0
309,80038.96348895879,34120.12814577496,236879.18242002992,96594.67152683467,0.0
310,96309.69565820982,33567.23453037726,164948.23762612423,98390.22739646291,0.0
311,70201.39947818263,38636.271043564004,275080.82073108584,90006.40366770084,0.0
312,84878.42939182879,36308.01512973222,248933.44234123934,99422.54281572995,0.0
313,80305.6459141134,33837.64496333676,178443.56510239348,93432.36544273508,0.0
314,98765.43361668836,36617.88209612231,129225.44848250158,95118.81676547698,0.0
315,70674.1470041019,38306.11030246009,240947.85773217186,76127.17277002586,0.0
316,83006.88519118087,41395.59102849891,132455.01526477194,72175.1415047176,0.0
317,59843.88273650626,41782.061251243904,189081.274650854,47573.510552106585,0.0
318,90322.27478507951,33042.37504294797,242695.1199462866,121878.29801496034,0.0
319,114823.85587018417,34044.097911585886,188706.11489994847,119476.70250955064,0.0
320,137814.03785881866,37339.54487686404,268084.84090701805,145539.80829389114,1.0
321,90042.2768809254,40194.83885286671,335806.86904811434,109178.28414318057,0.0
322,101797.94306573052,38114.713645459844,255163.75059534944,108117.9970994912,1.0
323,100891.27343584882,40091.352991207816,299660.16784091055,115809.16217927936,1.0
324,76983.47583710312,32347.88774056115,142041.83591839916,81416.18480235086,0.0
325,78855.72658061766,30900.491408492937,153649.82166437976,93633.68469330808,0.0
326,91019.44373745141,35028.454216208076,160185.75995086515,92557.90573364357,0.0
327,117119.35955283111,38795.07846523497,203136.25074287545,104382.04550228521,0.0
328,104057.50197750558,31150.17416761358,172130.75764228223,120221.79745010656,0.0
329,63104.620314152686,34277.45629577875,152974.47676652137,73119.54598294718,0.0
330,125205.48628494723,32841.61560250669,256284.4169770836,142853.15573900056,1.0
331,105104.98422711842,36076.626938662346,224125.93313097657,112258.10238371372,0.0
332,107472.65778311228,36279.909685419436,182256.04133505045,107783.0612954858,0.0
333,68825.02011090073,33117.64913525524,136798.49718635,91216.0911510808,0.0
334,107988.83836284667,35508.91221023479,241867.86571546475,127450.33174505577,1.0
335,94735.62394520946,42871.39754255889,306018.2779093171,100040.28683199844,1.0
336,82570.28056654462,34310.338202492705,320418.7536079813,122295.48262695414,0.0
337,74023.91231146146,33464.42569428656,232335.51434993304,88299.77155986124,0.0
338,112146.05966810044,34677.916768576404,159711.46928846234,109139.96829710786,0.0
339,73447.84959700464,34907.78324478577,338480.63605098246,110724.85733677135,0.0
340,100781.86510182367,34631.18559225504,223427.71211189963,109035.27209054933,0.0
341,116725.04346299193,33793.01058454782,309972.0306452313,139276.29516095726,1.0
342,108883.943429776,37197.517597538965,359554.11173466325,143889.94492798473,1.0
343,81216.83530542947,33837.610540718364,250212.89076734733,126225.38057904757,0.0
344,24719.014707742634,40468.08067696978,241824.72985424713,29216.465528759945,0.0
345,113190.573768355,42435.24359269173,193257.88533003506,86765.03668339092,0.0
346,45883.00126167069,40451.028989667946,277565.5160134912,58477.55248201502,0.0
347,53008.34222352092,42341.1443950718,158243.21072263503,31113.436314701452,0.0
348,54715.181411045276,33606.094365844874,177968.82126567053,70642.5123632678,0.0
349,95146.28394296563,33526.65310441211,223343.09217932666,108021.06640086313,0.0
350,83010.08051256867,32315.570518455337,232203.0489170385,122645.41738664194,0.0
351,96324.9432855496,30805.59674030359,264867.2309276508,131375.15947739006,1.0
352,83318.62926479563,35637.45171020091,308709.5813700527,119020.4204498669,0.0
353,85507.7356700194,32369.401738758726,223641.01569198575,115510.18964292236,0.0
354,83887.3154876615,35312.09793811555,173165.4716657418,100884.0190266638,0.0
355,87384.24213861143,36048.28229200936,117013.87641176037,76202.51318964947,0.0
356,88859.99365075497,35067.96196438875,111352.73711860897,82264.99367291792,0.0
357,88644.89645769034,37806.45564776286,217273.3904061936,92806.59640022108,0.0
358,114921.2180757636,31151.05654209364,316938.7958376021,159563.4641982841,1.0
359,96108.93966230025,26844.726050455974,207356.69935710108,129939.69996460411,0.0
360,107124.15171108273,40053.31749580126,195820.34921149048,96918.97653319521,0.0
361,82308.670873949,30985.732093391198,279491.31869483937,120607.12293448292,0.0
362,106513.58627541008,34416.06440948113,209074.43577762472,122345.54951637381,0.0
363,57970.2886299191,38438.85664753871,172597.62530453812,48562.598617156014,0.0
364,74074.52787998237,30372.119081933823,350715.2833833972,135182.33180398407,0.0
365,106824.6898794073,31082.355678902124,234646.53104702733,137792.632520395,1.0
366,97738.90611344758,24981.176131306886,170735.5978816515,137824.3939195783,0.0
367,84900.75559513453,33094.54500390337,330638.9302416874,122988.55385271701,0.0
